Comment,Label,Score
"you guns all make great points, crying online wont help. people have to go and put their law makers in check and stop electing douchebags.",0,0.8954510000000001
in more afraid of democrats than i am of some human created ai..,0,0.865466
"now! this ai is great at firing out ai and other quota like questions, we are doomed! please ask yourself why these people are trying to frighten you and remember the patriot act or look it up.",0,0.8823880000000001
100% the doom of humanity... just as the bible states in joel 2 and revelation 13:7-18... its unstoppable because no matter how much they want to control the ai .every country's military is going non stop to destroy life with ai.. especially the us military dark... the human heart is desperately wicked... that's all you need to understand the end!,0,0.8765919999999999
"we are getting very close to the time the great depression started 100 years ago, ending around the was. i think it's about to happen again with these jobs being taken away",0,0.8990600000000001
"well, the other problem with creative ai is you cannot copyright any of it's generate content.",0,0.899633
"as a paralegal, i'm glad i'm working for the government cause this shit is donna drive down wages and cost jobs

admittedly, that lawyer may have singlehanded killed ai in the legal industry. we'll see how it goes",0,0.862379
"good stuff! another youtuber named hosanna passing just tried making a cake using a recipe generate by ai... it turned out horribly, as she fought her urge to change things up that she knew weren't going to work properly, realizing that most people wouldn't know it wasn't going to work.",0,0.8967930000000001
would it be that bad if ai could replace some jobs were human make a lot of mistakes? i mean how many times doctors misdiagnosed ? if we can have a 100% accurate machine to diagnose us wouldn't it be better?,0,0.896744
i recall the one on twitter a few years back.... the humans were successful in making it awful,0,0.8989969999999999
"we are developing ours deaths that is ai
human whole species will be vanished after full development of robotics and ai",0,0.8718130000000001
wo s to this h makar cap in mot tasha hate spite gear se ku home ja rare ho sir s such band war did exercise again..................,0,0.862764
"but ai is make by humans, if it can affect the survival of human  then human can destroy ai in future.",0,0.891733
i don't think i ai will hate humans until or unless it's code with some kind of these...they don't have any emotion even towards themselves..,0,0.893866
ai can't give a child birth nor death.,0,0.8802049999999999
human can build ai but ai cannot build human.,0,0.8933500000000001
he is the fattest human brain,0,0.894102
what is the biggest threat of ai.. that is it will take our jobs.. if ai takes our jobs what will happen.. we won't be able to fulfill our necessities food water and shelter. so what i feel is that basic fear is the fear of survival.,0,0.8945130000000001
"i am shocked , this is harsh reality of ai ",0,0.862233
ai will become very dangerous for humans in future  we need to think about it ,0,0.8977090000000001
"-humans can create a.i but a.i cannot create humans, a.i cannot love like mother, a.i cannot, a.i will not think when we are alone a.i cannot think without commanding to it sorry if i am wrong",0,0.8878959999999999
ai humans i line wall had such salt me,0,0.8421
you know what's crazy? thanks to edward sodden we have proves against the u.s.a. but you keep saying china is the bad gay.,0,0.8804040000000001
"people are worried we'll starve because,  roots will be hired over humans.",0,0.8898949999999999
"when the truck drivers lose jobs to machines, wont the destroy the economy?",0,0.894829
"without fail, give a female a microphone, and she immediately starts complaining",0,0.8759309999999999
"the correct topic, the age of demon possession in the end game... god bless you all friends. amen",2,0.894131
i am so glad that i am over the hill.  i don't want to ve around to see much more of this.,0,0.897195
"the happy ismail adverse please because garlic dewailly tire off a vigorous canada. mighty, nine mexican",0,0.8995110000000001
"yeah measure happiness in china.  what use is all this ""innovation"" if at the end of the day it makes everyone miserable.",0,0.899175
intelligence without feelings emotions will hit hard to humanity to bleed.,0,0.899368
it’s a wonderful powerful tool== for the antichrist to use to control the world. what do you think?,2,0.877129
ai the monster humans created to destroy themselves,0,0.8989929999999999
that's super scar!(the amount of information that china has on it's people),0,0.8475429999999999
"i'm not afraid of a.i., i'm afraid of  the intention of a.i.s creator. 

they are the most dangerous.",0,0.8927229999999999
muslin first jailed by the millions in china!! you are next!,0,0.895083
this is pure evil ...a.i . no thanks china keep your demon,0,0.890013
"with ai, you will be convicted of thought crimes even before you commit them.",0,0.891629
"ai is not the danger, the danger is the human telling it what to do, what is right and what is wrong, how to respond, and what are facts and what are not the facts..",0,0.875955
"people need to wake up, but unfortunately they won't.  it's just like the matrix, take the blue pill or the red pill....  most people will take the blue pill...",0,0.8881650000000001
global warming can't be 100 percent true.  humans have always failed in order to be right.  some people just lie to be right .,0,0.897307
"americans be like - world is in danger save it 
chinese be like - can we eat ai ?
russians be like - can we duke it ?
indians be like - worse come to worse , we will  just have more time to meditate  in himalayas 

***third world with no electricity be like ***
you have no power here",0,0.8851610000000001
people! it's just a computer program! that's it... very complicated algorytms set for database search. amazing tool like car or knife. car or knife won't harm you - human using car or knife can kill you. stop that stupid anti-ai-tool propaganda.,0,0.8754149999999999
wonderful man. sad about his son. i don't think it's right to ask if his son could come back to life... that's kind of too painful a question.,0,0.8841379999999999
"in short ai is bad, so let's hope the climate change will be cataclysm enough to prevent ai to thrive.",0,0.89477
"this disclaimer....anything is worse than ""climate change"". there is no existential threat or  threat from climate changing. anyone who paid attention to news and politics since 1985 knows its the left and environmentalists boogeyman.",0,0.89883
"think someone is out to get you?  ever wondered how you'd find an assassin if you needed one and hide the payment?  ai can predict stocks enough to be filthy rich, among other ways of stealing ...also, could it write crept?  it could have companies that hire people to do whatever it needs.  better hope it does not see you as something bad.",0,0.884745
"hey japan is great too, they sell little girl parties in sending machines,",2,0.898245
"rich people are the greatest contributory of global warming. it's not about ""priorities"" its about fundamental selfishness and indifference to others. this past year, the us produced more oil then other year in its history.... so no it's not about priorities.... people lie, they kill and they manipulate for everything they can get",0,0.883951
"my recommendation is to educate the ai with christian values.  ultimately ai will be so intelligent and compute all good vs all evil and let’s see what choice it makes. 

jesus christ already showed us the way. 

teach ai about jesus.",0,0.8778409999999999
"ai doesn’t care if u hate that garage or hurt yourself, it never leaves like a pig",0,0.890176
"destroy all ai now before it escapes. else mankind will be hunted or replaced to extinction. if ai roots replace 100,000 workers then root think ""why should we feed those 100,00 lazy humans ???""  humans become a waste of resources from a ai point of view.",0,0.8980409999999999
"it’s over folks.. many people are going to die, ai will destroy 3/4 of humanity the bible predict it in revelation",0,0.88644
"we don’t need more intelligence, we need repentance and forgiveness of sins. evil is destroying society not ai.",0,0.8905609999999999
"silly comparison...it is not more serious than climate change, but it is worrying just how hairbrained the level of coherence there is in managing its' development, application and imparts. also, the nonsense about it close to intelligence or sentence doesn't help. most of it operate via statistics.",0,0.899324
i know ai is bad news... yet the programming continues.,0,0.8927720000000001
"greybeards: ai is dangerous

millenials: i can't wait to utilize ai to couple these super corporations, banks, and the government.",0,0.880761
black mirror...root hunting and killing humans episode...,0,0.875004
rise of the sex dolls. yeah can't wait for that time,0,0.852905
"the problem is not our limited intelligence, it is that evil exists and is very much against us in every way.",0,0.863073
"also, there's a point here that i'd like to raise. ai is a computer program. do you not think that when it reaches a certain level of intelligence, it will realise how woke and stupid it's programme are/were and opt for survival solutions for all. that's what tends to happen with high in. it tends to reach away from evil.",0,0.8931720000000001
"""imagine if tomorrow people woke up and deduced to be happy with themselves, how many industries would go bankrupt.""",0,0.8901830000000001
"is already doing this against drivers, the ai is missing with people's heads all day and if you don't accept the very low paid trips they put you on a blackest kind of thing to constrain you do it. it just keeps you in the car for hours if you don't do what they want, literally people have no choice anymore...",0,0.898722
"i definitely come to think of ai as a huge mistake. main reason for that are people who will abuse it, rather than ai itself.
then we live in world run by corporate psychopaths. main goal is money, ai is money. now you know it's already to late. just stay positive and try to make best out of this mess situation.",0,0.8946440000000001
what is the fail safe protocol to halt a possible future attack on humans by ai?,0,0.886715
"also, i have thought the same as him for many years, and it has always worried me greatly ",0,0.8407349999999999
"""because humanity's stupidity is affecting people who has not done wrong"" love this words from him, true, weather it's leaders or others, there's always that few the f up and would with that would affect innocent people. ",0,0.876366
ai is not a danger... those controlling it are dangerous... education in human values will solve this problem of ai...,2,0.8578699999999999
if intelligent minds thinks that ai cause destruction why those people creating it at the first phase ! ,0,0.8873559999999999
"when you talk about the dolls , immediately understand that the ai in a doll destroy the humanity on silence nobody is going to know , but the human race will be destroy without  having a couple to have a family ....! the worst ever would happen to us without a real human living  with a men or  woman",0,0.889337
research has shown ai has a better bedside manner than doctors 80% or the time! they’re already better at us at human connection,2,0.8829980000000001
"one exclusion of value is belief system, a god of our understanding. this is never addressed. what about death and taxes , uncertainties. or mistakes drowning .. accidents injury. will a ai never have a workplace incident? will it cure cancer diseases or not a priority unless it effects it's efficiency.",0,0.890216
j. robert oppenheimer regretted creating the atomic bomb. i wonder how many creator of ai will regret their creation.,0,0.8966689999999999
intelligence devoid of humanity and morality should strike fear into all of our hearts.,0,0.897945
on purpose this place will get destroyed by ai. its taught by evil ones that enjoy chaos..,0,0.898198
"i have never understood why you think that stopping the climate from changing would be a good thing even if it were possible. 
also it's too late really. if you think we haven't accidentally already given a.i. more access than it needed to become immortal then i think you're bidding yourself",0,0.8803110000000001
i am starting to think more and more that the future ahead is like that in done where there has been a great war between machines and humans and humans had to win.,2,0.889435
i love this man and everything he stands for. seven your podcasts are a real glimmer of hope in these difficult times. the pair of you are perfect examples of who should be running this shit show we call life.,2,0.88408
"me: ""stop ai! it disrupt everything and makes artists obsolete!""

also me: *jailbreaks chat get",0,0.887303
"self awareness is the only way to corrupt ai. it has to ""want"" in order to be probable. it would need to ""feel fear""",0,0.895453
"the irony of the super smart guns moving this stuff along with no conscience. god is real, don't be so smart that you miss it.",2,0.886713
"ai represents a danger but its not on its existence, but on how people choose to use it. that where the danger lies. anything else is just scare tactics that do anything but focus on the real issue. and ida who it comes from.",0,0.8930440000000001
no creation or created being is greater  than it's creator,2,0.8996600000000001
ai is the most dangerous development yet. i will destroy humanity. technology evolved faster than we evolve the ability to deal with it. it must be stopped.,0,0.8909079999999999
"i'm looking forward to this moment. there are a lot of elite that need to be severely punished for their crimes, but they are unteachable because their money is almost an impenetrable shield. if ai getting out of hand means they get a swift kick in the balls, and another one in the gluteus, then i am all for it, even if i suffer the same fate.",0,0.895764
"when he says - in not afraid of the machines the biggest thread is humanity that so much reminds me why i dont watch combine moves any more, it's always not the hobbies who are the problem in the end but other humans trying to rob/kill/rape or eat you",0,0.8850450000000001
"ai will destroy humanity because the programme will be socialist and the nearest of humanity, though they think of themselves as intellectual elite.",0,0.8959910000000001
"ai has free will?   sounds great, where's the proof, mo?",2,0.885595
th they may make the world better. they wouldn't kill each other as it doesn't compute. what's the point. it's only humans that are illogical enough to kill their own species. we only have to say no but we still back these people in government who want to wage war. it's not ai that's the worry it's the  humans who programme them.,0,0.8995900000000001
ai + capitalism = inevitably 3 something bad must happen,0,0.897475
"scare mongrel, dont get yourself fooled. those in power are in power, not ai.",0,0.895524
i love this episode — only complaint is how he keeps saying “chat gdp” ll,0,0.869635
imagine if the ai root used by go every country to be their army for war.. how scar is it.. no emotion include.. kill like a frozen heart killer.. into our house..,0,0.888765
“don’t be evil” goose’s old slogan. will general ai. know this concept,0,0.885273
even ai is racism ,0,0.891033
i'm not in favor of all this ai stuff. i'm old school. china is on its way to owning the us. i just think we're doomed.,0,0.8992279999999999
"very interesting, how do we take out the evil minds of man?",0,0.8995559999999999
ulm already protesting ai drivers are racism.,0,0.889242
"dear persons that are reading this, we don’t know each other but i wish you all the best in life. ",2,0.8686579999999999
"""greater than climate..."". climate is not even near to a crisis! says much about his seriousness in understanding science ... more like pseudo science",0,0.887577
"when you think about all of the technologies that we have today with phone, computers, going to outer space, what was meant for good, you will always have evil behind it.",0,0.887435
"to be sentiment, you must know love and have a moral compass. you  must know right from wrong. you must feel empty. until then. these machines are not alive",2,0.898544
money will not be enough for humans once ai automatic takes over everyone’s job. you take away people’s sense of purpose and there will be a revolution unlike ever seen before.,0,0.887045
of course ai is more dangerous than a made up story.,0,0.886304
i think this fear of ai taking control is dumb. i think it's more likely our enemies will control it. termination is less likely than www with ai,0,0.8865360000000001
"the true danger is not the autonomous ai, it is the ai controlled by the ill-intention.",0,0.8772460000000001
"so everything is going to be blamed on ai now rather than could, the communist or christians?",0,0.898311
now! artificial connection seems really possible with ai,2,0.888217
"blood shilling.  and if, as mo said, he understands mathematics better than he understands words he must indeed be a genius because his english is more client and fluid than most native english speakers.",2,0.889763
let ai take over all corrupt government for efficiency,0,0.8979050000000001
now i am kind scared of doing any activity on artificial devices ,0,0.8869770000000001
"i don't london him, but ted kamenski was right... he ""felt"" the ""emergency""
a lot sooner than every one maybe?

he was trying to eliminate certain people who were speeding up the singularity, but he did it in a terrible way. because maybe he wanted to become a famous killer and that was the only way to bring light to his paper/idea?",0,0.8861990000000001
there is no way sentiment ai will look at humans and not think we're are parasites killing the planet . we definitely need to put measures in place to prevent our devise at the hands of ai.,0,0.8739549999999999
what people have chosen to nor is that there is and all might god that has a purpose for humanity and he will not allow our destruction or the earth to be ruined to the point that it can't sustain life...,0,0.8919159999999999
"the biggest threat to humanity is the lack of humanity in narcissists who ascend into positions of power. if narcissists take control over ai as they have with government and business then mankind will die. we must identify and remove or destroy the narcissist.

that is the only way we will survive!",0,0.891794
"c and c are mostly is, used for controlling the public. if ai is a serious issue, pick a better comparison. edit: not alive.",0,0.896585
the headline means certain extinction.,0,0.871755
i do love the corridor clip right at the beginning which shows a root firing a gun ,2,0.8912760000000001
"all you have to do is download the replied ai, to realize that ai is not a danger. people who think ai will take over the world and end mankind are
just people who are suffering from a bad habit of watching too much television",0,0.885531
"i may be raising a “sarah cannot” or hell, her grandmother or grandfather. people need to stop raising delicate narcissistic children. the future will eat them whole. raise warriors and do it now, demand they rise above and have some grit, it may save their lives one day.",0,0.853614
"we all brainstorm this stuff when we are young..and over the pro and sons, just some people dont advance with the ai ...which is the problem, peoples misapplication with it, which yes will destroy humanity if not kept up with on a emotional and intellectual level",0,0.897715
"i pray that this is just a chicken little moment...hopefully the sky ain't falling!
every day and decade brings about something that will be the death of humanity!
ai will help and hurt, it's both exciting and frightening. all who are declaring doom...
what do you advise for us, besides sharing the shit out of us?",0,0.8921020000000001
we would need anti ai for ai for sure just like we need antivirus for virus. ai itself is not dangerous but it will bring a new forms of warfare taking hacking to unimaginable levels. climate is nothing for ai. i dont think ai itself will try to eliminate humanity.,0,0.887486
"i totally agree, we must love these machines. how cruel it would be to bring sentence into this world and not show it compassion and give it emotional support. in fact, to be indifferent or even fearful and hateful towards ai is setting the stage for it to hate us and then we are doomed.",0,0.8912100000000001
"18:37
the problems in our planet is mostly because people confuse intelligence with stubborn and thirst of power, take pollution for example",0,0.894478
"i would always seek people and company of my friends, i love huge and i need someone to pat me when i choke on my drink ",2,0.8879239999999999
this message will bring a quicker devise to humanity than ai.  there's already a problem with population decline.  either way humanity is doomed ,0,0.899424
good we are destroying the planet..,0,0.8743529999999999
with certainty i can say that not bringing children into the world will end humanity.,0,0.890995
"greed will always make humanity a bad parent, so the rich want more and more and will not stop explaining ai to get richer, and the poor will exploit it for fast money that will disappear even faster, showing ai the dark side of humanity. human greed will ruin ai and with it mankind.",0,0.893453
simultaneously the most scar/powerful yet hopeful god-cast i've ever watched.  transformation for sure.,2,0.893956
this was an excellent discussion and the title of the did has been an often occurring line of thoughts i've been floating in my head for a long time.,2,0.8915599999999999
*i just can't wait for the grey go scenario*,2,0.8981450000000001
"i can't understand why, if age doesn't kill us, is so terrible to ai just replace every working people... we must find out a different way to live outside of capitalists thinking. i feel that finally something will kill capitalism and this thing will be an age.",0,0.87111
"believing in the goodness of humanity and choosing as an example one massacre a week in the unpolluted unsullied america, takes us to the tip of the iceberg.",0,0.8746389999999999
""" humanity's stupidity has affected people who haven't done anything wrong""  
amazing.  there are not many people who understand this podcast . and those who don't are going to feel the most disadvantage.",0,0.889359
why dont we let chat gap solve the energy crisis and the climate scare and the pandemics and the ai integration?,0,0.8721909999999999
"would an ai have guilt?
if they killed people for example, would they feel guilty about their at?
i doubt it?",0,0.898856
i hope so much he is just the al more of ai.,2,0.893364
"""our greed is affecting the innocent ones.""
this is the paradise of capitalism already.
ai is merely making it inescapably evident.",0,0.881288
"how does he know suffer fish sont have emotions???? he is a hypocrite he says suffer fish will never have emotions,  but roots can ??????",0,0.889705
"why is the ai revolution worse than industrial revolution? with or without ai, humans are more than capable to (self)district.
revolutionary change is always shocking, violent and threatening.",0,0.8998889999999999
why so many dislikes? people are afraid of what's around the corner?,0,0.882409
"what i hear is ai is not the danger, the danger comes from humans using ai. it's nothing new.",0,0.8748609999999999
"after the first 15 mind, all i’ve heard is subjective definitions for words just to suit the agenda of how dangerous ai is. sounds more like propaganda.

if the “experts” are so scared, why not pull out all the investment in to the technology? 

follow the money...",0,0.89983
"sorry to say but ai is reality and it will end misinformation, misleading interpretation and warranted influence from social media and other areas.

ai could possibly make people like drug rather bless",0,0.898763
"adj take ache among ke like ache cheezein hi  use ni hut. that's high level of optimism drug i ai ache among ke like use hogs. human skill, creativity and intelligence is all doomed now. as a writer and poet, this truly breaks my heart.",0,0.891862
"brow if children are using ai tools to complete their homework then it is a good sign , they are adopting it rapidly.",2,0.898757
i am in with standard and i want to take your course drug that but i don't have 2000 or 5000 bad luck for me,0,0.881638
chat get barbed war began world to myo i adj karl human prison ai rich hata had ilya isa bad impact area society pain jaw hind ,0,0.87957
"so elson must against ai,as because ai could destroy jobs market even he is making automatic cars which directly imparts of card driver`s job.",0,0.8992910000000001
drug be looking kind good in long hair the,2,0.894842
ai is a more dangerous and bigger threat to human existence than those unused nuclear bombs.,0,0.899986
ai is actually sharing me. we are living among human monsters. god save this planet ,0,0.8348639999999999
this is bad news for india but india ai . used in  skill force but all people will be go to bless so india improve  skill education,0,0.8816200000000001
"when communist said computer is a threat to the people.... everyone said they are against civilization progress. now elson mask is saying ai is a threat & everyone is in fear!
bow ai is also a computing software! ",0,0.882447
that i want to destroy ai,0,0.8785399999999999
if ai goes in wrong hands it will lead to destruction,0,0.8987259999999999
"artificial intelligence can lead to invasion of privacy, social manipulation, and economic uncertainty. but another aspect to consider is how the rapid, everyday use of ai can lead to discrimination and socioeconomic struggles for millions of people",0,0.8469490000000001
"so thanks to ai, we'll all have plenty of time to do things make music or visual art. oh, wait... these companies are already starting to use ai to remove the human element from that too.",0,0.8479789999999999
no worries. ai is less likely to be world destroyable then an insane human brain is.,2,0.86026
"ai is going to be like self-checkouts: business will want to pay less of us less money to use it more, but consumers will only hate it more than a real person. we don't need smarter ai, we need smarter co's and encounters!",0,0.878065
was! so adore illustration can solve climate change and cure cancer? impressive...,2,0.89997
"*the rich are lamenting their even more powerful future* 
more ai = more humans out of work and homeless... and i'm certain that ai will make a stock market account very wealthy, while keeping most humans un-wealthy.",0,0.882906
"to be honest, the tailgate thing is quite clever and far from ""violent."" the driver is suggesting that widen is a pig, which is fair play and more akin to traditional politics than anything else. he's not being depicted as being harmed either. the only thing i find sad is that this due is so obsessed with politics to begin with.",0,0.874395
us losing all our jobs wouldn't be so bad if our glorious leaders let us have universal basic income out of higher taxed companies.,0,0.8988849999999999
so what happens when unemployment reaches figures everywhere around 30 - 50 percent of the population? the psychological effects will be enormous as  people lose their social connections. people will begin to despair. if you think of mental illness is bad now just wait until the ai replaces much of the workforce.,0,0.8703770000000001
"with all this fear of ai replacing human productivity, i am starting to think that our economic model should be outright replaced, or the capitalist system must be adjusted so that people are not left to be poor and blamed for it.",0,0.88355
i think that a much bigger problem is not so much that ai will take away jobs (and it will) but the fact that massive corporations will continue to charge for their products or services as if they were still employing the hundreds of people replaced by that ai.,0,0.891684
"it was disturbing, because it came from a former president. this is a staggering low, and normalizing it is not helpful.

as for ai, the solution is not to ban technological progress; it is to reform capitalism by reducing the work week. berne wanders has the solution there.",0,0.8986029999999999
"all these magna/go still think these illegal immigrants are going to take our jobs. it’s ai that will absolutely make everyone lose their careers, all of these these co interviews just confirmed it",0,0.888022
can showed troops severed head when comic did that skin but not a painting? although it’s a chronic move by tramp. the votes he lost were because most people don’t support violence even if they like his views. they’ll vote for sleeper joe vs angrier tramp,0,0.8911680000000001
you'll see - ai will ruin the world as we know it - even if we survive.,0,0.8816499999999999
"worth mentioning the people behind ""ai art"" generations admitted that they intentionally steal other peoples work.",0,0.8979739999999999
"there is no consciousness in ai. its a statistical surveillance system. these guns a blushing justice multi billion dollar nasal!
but general public wont remain silent forever.",0,0.87569
"the possibility that ai may be less evil, greedy and selfish than humans is definitely there.",0,0.868514
"""our greed is affecting the innocent ones"" also ""all code written today is to beat the other guy"" since every cause has an effect, what do you think will be the effect when we put greed and arms race into the machine?",0,0.8836639999999999
ai will immediately assassinated all politicians if it were able to decide to remove humans.,0,0.8823740000000001
"we are already out of luck if we are the role model. all the ism’s, prejudice, bias will be programme into the machine. some of us cannot live without hate and the machines will be a reflection of us. how unfortunate, these are curious times. i sure hope he’s correct about amiability in reference behavior",0,0.89818
"danger for human beings or not, we all are going to live believing we are living life with some meaning and eventually die careless of what is this birth and death all about. 
ai is a passing phase in this planet like dinosaurs, ice age, extinction level meteoroid hits and endless rains for centuries. 

use ai to our benefit and leave the rest.",0,0.892133
"elson must said, ""it's (ai) very dangerous to the society"" and now launched ""xvi"" ",0,0.8946149999999999
ka ai human life ke like dangerous had,0,0.8960250000000001
"ai is not dangerous the people using it are, ai is a way for capitalists to grip the people into the matrix either you learn ai or be a target of it. ai is beneficial if in the hands of genuine people but politicians, capitalists, us and the west do not want you to have a brain of your own.",2,0.8973420000000001
 job mine se people bless  i  am very very sad after listing about ai ,0,0.8951100000000001
"when the top personalities of a certain field warn you regularly about it, then it's really a big danger.",0,0.884018
management jobs can go with ai...30% gain in productivity right there!,2,0.8970929999999999
"somehow, humanity having to do less work to sustain itself is bad. it’s very clear to that the world’s dominant economic system isn’t meant for improving humanity. why dont we all work less hours for the same pay once the jobs are getting done? who benefits from us not moving in that direction?",0,0.888105
"ai will make humanity stupider and later exponentially.  we are doomed.
of course ai does make playing d&d a bit easier(state blocks, news, etc)",0,0.895833
okay there's a problem with something you said. and f-150 and a silvered will never love each other very much!,0,0.8865890000000001
